,sigla,name,school,area,category,credits
1055,MUC885B,"Repertorio Orquestal: Preparación para Concurso de Orquesta 3 Cuerdas Bajas (Violoncello, Contrabajo",Música,,,5
1056,MUC901B,Viola 1,Música,,,10
1057,MUC904B,Viola 4,Música,,,15
1058,MUC905B,Viola 5,Música,,,15
1059,MUC907B,Viola 7,Música,,,20
1060,MUC908B,Viola 8,Música,,,20
1061,MUC909B,Viola 9,Música,,,20
1062,QIF100B,Introducción a las Ciencias Farmacéuticas,Química,,,0
1063,QIM100B,Química General II,Química,,,10
1064,QIM102B,Química Orgánica I,Química,,,10
1065,QIM105B,Síntesis Orgánica,Química,,,10
1066,QIM106B,Química Inorgánica I,Química,,,10
1067,QIM107B,Química Inorgánica II,Química,,,10
1068,QIM109B,Química Analítica I,Química,,,10
1069,QIM114B,Química Física I,Química,,,10
1070,QIM117B,Bioquímica,Química,,,10
1071,QIM300B,Gestión y Manejo de Residuos,Química,,,10
1072,QIM510B,Práctica Profesional,Química,,,10
1073,TBD010,Introducción a la Teología,Teología,,,5
1074,TBD015,Trinidad Cristologia I,Teología,,,15
1075,TBD020,Mariologia,Teología,,,5
1076,TBD022,Eclesiología,Teología,,,10
1077,TBD023,Orden,Teología,,,5
1078,TBD025,Antropologia Teologica,Teología,,,10
1079,TBD027,Teología Latinoamericana,Teología,,,10
1080,TBH041,Historia de la Iglesia en Chile,Teología,,,10
1081,TBH043,Historia de la Iglesia Antigua y Medieval,Teología,,,10
1082,TBH044,Historia de la Iglesia en Latinoamerica,Teología,,,10
1083,TBI011,Griego I,Teología,,,15
1084,TBI013,Griego III,Teología,,,10
1085,TBI022,Latin II,Teología,,,10
1086,TBJ043,Derecho y Pueblo de Dios,Teología,,,10
1087,TBM039,Moral de la Persona,Teología,,,15
1088,TBS027,Iniciación Bíblica,Teología,,,10
1089,TBS029,Profetas,Teología,,,10
1090,TBS033,San Pablo,Teología,,,10
1091,CDP001,Mi Proyecto Profesional: Autoconocimiento y Toma de Decisiones,Actividades Universitarias,Salud y Bienestar,,10
1092,CLG0000,Seminario College,College,,,10
1093,CLG0901,Taller de Iniciación,College,,,5
1094,COM004,Taller de Reportaje Fotografico,Comunicaciones,,,10
1095,COM018,Taller de Edicion en Prensa Escrita,Comunicaciones,,,10
1096,COM024,Multimedia Journalism Workshop,Comunicaciones,,,10
1097,COM028,Dirección Estratégica de las Comunicaciones,Comunicaciones,,,10
1098,COM029,Taller de Convergencia Medial,Comunicaciones,,,10
1099,COM040,Industria Editorial para Escritores,Comunicaciones,,,10
1100,COM041,Comunicar la Ciencia,Comunicaciones,,,10
1101,COM049,Emprendimiento Periodístico,Comunicaciones,,,10
1102,COM100,Desafios de la Comunicacion,Comunicaciones,,Aprendizaje Servicio,10
1103,COM1000,Practica Interna (20 Hrs),Comunicaciones,,,0
1104,COM101,Test de Actualidad I a,Comunicaciones,,,0
1105,COM103,Test de Actualidad II a,Comunicaciones,,,0
1106,COM105,Test de Actualidad III a,Comunicaciones,,,0
1107,COM109,Historia de la Comunicación Social,Comunicaciones,,,10
1108,COM110,Teoría de la Comunicación Social,Comunicaciones,,,10
1109,COM113,Tecnologías de la Comunicación,Comunicaciones,,,10
1110,COM114,Metodología de la Investigación en Comunicación Social,Comunicaciones,,,10
1111,COM115,Lenguaje Visual,Comunicaciones,,,10
1112,COM116,Audiencias,Comunicaciones,,,10
1113,COM117,Narración Interactiva,Comunicaciones,,,10
1114,COM120,Narración de No Ficción,Comunicaciones,,,10
1115,COM121,Semiología,Comunicaciones,,,10
1116,COM122,Narración de Ficción,Comunicaciones,,,10
1117,COM155,Laboratorio de Escucha,Comunicaciones,,,10
1118,COM200,Ética de las Comunicaciones,Comunicaciones,,,10
1119,COM201,Narración Escrita de No Ficción,Comunicaciones,,,10
1120,COM203,Narración Audiovisual de No Ficción,Comunicaciones,,,10
1121,COM204,Teoría de la Noticia,Comunicaciones,,,10
1122,COM205,Teoría Democrática,Comunicaciones,,,10
1123,COM206,Taller de Periodismo en Prensa,Comunicaciones,,,10
1124,COM208,Narración Gráfica de No Ficción,Comunicaciones,,,10
1125,COM209,Taller de Periodismo Radial,Comunicaciones,,,10
1126,COM211,Taller de Periodismo Televisivo,Comunicaciones,,,10
1127,COM214,Análisis de la Actualidad Nacional,Comunicaciones,,,10
1128,COM215,Análisis de la Actualidad Internacional,Comunicaciones,,,10
1129,COM217,Narración Radial de No Ficción,Comunicaciones,,,10
1130,COM290,Práctica Profesional,Comunicaciones,,,0
1131,COM3500,Economía Política de las Comunicaciones,Comunicaciones,,,10
1132,COM3501,Seminario de Investigación,Comunicaciones,,,10
1133,COM3502,Análisis Comparado de Periodismo,Comunicaciones,,,10
1134,COM3503,Taller de Periodismo Avanzado,Comunicaciones,,,10
1135,COM3504,Industria Audiovisual,Comunicaciones,,,10
1136,COM400,Consumo y Tendencias Sociales,Comunicaciones,,,10
1137,COM4004,Aprendizajes y Tics,Comunicaciones,,,10
1138,COM4005,Diseño de Proyectos de Comunicación y Educación,Comunicaciones,,,10
1139,COM4006,Taller de Convergencia Medial,Comunicaciones,,,10
1140,COM401,Marketing,Comunicaciones,,,10
1141,COM402,Comportamiento del Consumidor,Comunicaciones,,,10
1142,COM4026,Fundamentos de Comunicación de la Ciencia,Comunicaciones,,,5
1143,COM4029,Educación a Distancia,Comunicaciones,,,5
1144,COM403,Comunicación y Persuasión,Comunicaciones,,,10
1145,COM404,Introducción a la Publicidad,Comunicaciones,,Aprendizaje Servicio,10
1146,COM405,Marcas,Comunicaciones,,,10
1147,COM406,Narración Publicitaria,Comunicaciones,,,10
1148,COM407,Teoría de las Organizaciones y Comunicación,Comunicaciones,,,10
1149,COM408,Planificación y Difusión Publicitaria,Comunicaciones,,,10
1150,COM410,Taller Investigación Aplicada a la Publicidad,Comunicaciones,,,10
1151,COM411,Taller Soluciones Publicitarias,Comunicaciones,,,10
1152,COM412,Taller de Realización Publicitaria,Comunicaciones,,,10
1153,COM413,Taller de Comunicación Digital,Comunicaciones,,,10
1154,COM414,Taller de Propuestas Integradas de Comunicación,Comunicaciones,,,10
1155,COM416,Dirección y Conceptualización Visual Publicitaria,Comunicaciones,,,10
1156,COM490,Práctica Profesional,Comunicaciones,,,0
1157,COM504,Taller de Creatividad Publicitaria,Comunicaciones,,,10
1158,COM508,Marketing Social y Campañas,Comunicaciones,,,10
1159,COM6004,Percepciones y Marcas,Comunicaciones,,,10
1160,COM6005,Gestión Estratégica de la Comunicación y la Confianza,Comunicaciones,,,10
1161,COM6009,Comunicación en Situaciones de Crisis,Comunicaciones,,,10
1162,COM6026,Marketing Digital para Un Entorno Comunicacional,Comunicaciones,,,5
1163,COM6041,Estrategias Comunicacionales 2.0: el Uso de Redes en Organizaciones,Comunicaciones,,,5
1164,COM6042,Redes Sociales en Distintos Ámbitos de la Comunicación,Comunicaciones,,,5
1165,COM6046,Diseño de Contenidos Digitales,Comunicaciones,,,5
1166,COM6050,Herramientas de Evaluación y Cuantificación de Procesos Comunicacionales Internos,Comunicaciones,,,5
1167,COM6078,Nuevas Tendencias en Comunicación Estratégica: Inteligencia Artificial en Gestión Comunicacional,Comunicaciones,,,5
1168,COM6080,Fundamentos de la Comunicación Interna,Comunicaciones,,,5
1169,COM6081,Desarrollo de Procesos Internos Participativos,Comunicaciones,,,5
1170,COM6082,Comunicación para Un Liderazgo Efectivo,Comunicaciones,,,5
1171,COM6083,Comunicación Interna Digital,Comunicaciones,,,5
1172,COM6086,Gestión Estratégica de Prensa,Comunicaciones,,,5
1173,COM6088,Redes Sociales en Comunicación de la Ciencia,Comunicaciones,,,5
1174,COM610,Taller de Videoclips,Comunicaciones,,,10
1175,COM617,Lenguaje del Video Juego,Comunicaciones,,,10
1176,COM619,Taller de Producción Creativa,Comunicaciones,,,10
1177,COM626,Los Directores que Abrieron Paso al Cine Moderno,Comunicaciones,,,10
1178,COM627,Claves del Cine Contemporáneo,Comunicaciones,,,10
1179,COM628,Cine Clásico,Comunicaciones,,,10
1180,COM632,Escena y Diálogo,Comunicaciones,,,10
1181,COM633,Cine Chileno y Latinoamericano Contemporáneo,Comunicaciones,,,10
1182,COM7000,Creación Audiovisual Como Investigación,Comunicaciones,,,10
1183,COM704,Seminario de Cine,Comunicaciones,,,10
1184,COM705,Espectáculo Audiovisual,Comunicaciones,,,10
1185,COM706,Herramientas de Gestion Audiovisual,Comunicaciones,,,10
1186,COM708,Fundamentos Dramaticos de Lo Audiovisual,Comunicaciones,,,10
1187,COM709,Generacion y Desarrollo de Proyectos Audiovisuales,Comunicaciones,,,10
1188,COM710,Taller de Television,Comunicaciones,,,10
1189,COM711,Seminario de Television,Comunicaciones,,,10
1190,COM712,Géneros y Formatos del Guión Audiovisual,Comunicaciones,,,10
1191,COM713,Taller de Documental,Comunicaciones,,,10
1192,COM714,Seminario de Nuevas Tendencias Audiovisuales,Comunicaciones,,,10
1193,COM715,Escritura del Relato Audiovisual,Comunicaciones,,,10
1194,COM716,Taller de Ficcion,Comunicaciones,,,10
1195,COM718,Taller de Lenguaje Audiovisual,Comunicaciones,,,10
1196,COM719,Taller de Realización Audiovisual,Comunicaciones,,,10
1197,COM720,Seminario de Documental,Comunicaciones,,,10
1198,COM721,Taller Avanzado de Realización,Comunicaciones,,,10
1199,COM790,Práctica Profesional I,Comunicaciones,,,0
1200,COM791,Práctica Profesional II,Comunicaciones,,,0
1201,COM8000,Metodología Avanzada para las Comunicaciones I,Comunicaciones,,,10
1202,COM8001,Seminario de Sistemas de Comunicación,Comunicaciones,,,10
1203,COM8004,Seminario Avanzado de Teorías de la Comunicación,Comunicaciones,,,10
1204,COM8006,Tesis I,Comunicaciones,,,40
1205,COM8007,Tesis II,Comunicaciones,,,40
1206,COM8009,Tesis IV,Comunicaciones,,,40
1207,COM8010,Tesis V,Comunicaciones,,,40
1208,COM8012,Proyecto de Tesis,Comunicaciones,,,30
1209,COM8013,Examen de Candidatura,Comunicaciones,,,20
1210,COM8014,Actividad Anual de Seguimiento I,Comunicaciones,,,0
1211,COM8015,Actividad Anual de Seguimiento II,Comunicaciones,,,0
1212,COM8016,Autoría de Artículo Científico,Comunicaciones,,,0
1213,COM8017,Pasantía,Comunicaciones,,,0
1214,COM809,Taller de Infografía,Comunicaciones,,,10
1215,COM813,Taller de Narración e Industria de Esports o Deportes Electrónicos,Comunicaciones,,,10
1216,COM814,Cine Queer,Comunicaciones,,,10
1217,COM825,Periodismo en Redes Sociales,Comunicaciones,,,10
1218,COM903,"Desinformación, Noticias Falsas y Sociedad",Comunicaciones,Ciencias Sociales,,10
1219,COM904,"Género, Comunicación y Sociedad",Comunicaciones,Ciencias Sociales,,10
1220,COM905,Competencias Comunicativas para el Siglo Xxi,Comunicaciones,Ciencias Sociales,,10
1221,COM906,Narración Transmedia Digital e Interactiva: Impactando a la Industria Creativa y de Medios,Comunicaciones,Humanidades,,10
1222,COM907,Comunicar a Personas Conectadas,Comunicaciones,Ciencias Sociales,,10
1223,COM910,Podcast para la Difusión de Ideas,Comunicaciones,Ciencias Sociales,,10
1224,COM911,Uc Propone: Investigación Aplicada en Ciencias Sociales,Comunicaciones,Ciencias Sociales,,10
1225,CCL2301,Taller de Gestión,Construcción Civil,,,10
1226,CCL2302,Evaluación de Proyectos,Construcción Civil,,Aprendizaje Servicio,10
1227,CCL2351,Sistemas y Procesos Constructivos,Construcción Civil,,,10
1228,CCL2361,Instalaciones Sanitarias,Construcción Civil,,,10
1229,CCL2362,Sustentabilidad en Construcción,Construcción Civil,,Aprendizaje Servicio,10
1230,CCL2363,Investigación de Operaciones,Construcción Civil,,,10
1231,CCL2371,Sistemas y Procesos Constructivos Especiales,Construcción Civil,,,10
1232,CCL2372,"Instalaciones de Gas, Clima y Electricidad",Construcción Civil,,,10
1233,CCL2373,Administración y Finanzas,Construcción Civil,,,10
1234,CCL2374,Administración de Obras,Construcción Civil,,,10
1235,CCL2381,Estructura y Procesos,Construcción Civil,,,10
1236,CCL2382,Gestión de Proyectos,Construcción Civil,,,10
1237,CCL2383,Responsabilidad Social en Construcción,Construcción Civil,,,10
1238,CCL2384,Emprendimiento y Habilidades Gerenciales,Construcción Civil,,,10
1239,CCL2391,Residencia,Construcción Civil,,,30
1240,CCL2411,Construcción y Su Entorno,Construcción Civil,,,10
1241,CCL2412,Ciencia de los Materiales,Construcción Civil,,,10
1242,CCL2413,Taller de Habilidades Académicas,Construcción Civil,,,5
1243,CCL2421,Anatomía de la Construcción,Construcción Civil,,,10
1244,CCL2422,Tecnología de los Materiales,Construcción Civil,,,10
1245,CCL2431,Construcción Circular,Construcción Civil,,,10
1246,CCL2432,Tecnología del Hormigón,Construcción Civil,,,10
1247,CCL2433,Análisis de Datos Aplicado a la Construcción,Construcción Civil,,,10
1248,MCA1000,Cardiologia Ia,Escuela De Medicina,,,35
1249,MCA1020,Cardiologia Iia,Escuela De Medicina,,,35
1250,CCL2434,Investigación de Operaciones,Construcción Civil,,,5
1251,CCL2435,Fundamentos de Seguridad en la Construcción,Construcción Civil,,,5
1252,CCL2441,Topografía,Construcción Civil,,,10
1253,CCL2442,Fundamentos del Análisis Estructural,Construcción Civil,,,10
1254,CCL2443,Hidráulica General,Construcción Civil,,,5
1255,CCL2451,Fundamentos de Geotecnia,Construcción Civil,,,10
1256,CCL2452,Comportamiento Estructural,Construcción Civil,,,10
1257,CCL2461,Geotecnia Aplicada,Construcción Civil,,,5
1258,CCL2462,"Estructura, Materialidad y Procesos Constructivos",Construcción Civil,,,10
1259,CCL2463,Fundamentos del Análisis Financiero y Contable,Construcción Civil,,,5
1260,CCL2464,Instalaciones de Gas y Electricidad,Construcción Civil,,,10
1261,CCL2471,Gestión de Proyectos,Construcción Civil,,,10
1262,CCL2472,Terminaciones y Componentes en Edificación,Construcción Civil,,,5
1263,CCL2473,"Programación, Optimización y Control de Proyectos",Construcción Civil,,,10
1264,CCL2475,Instalaciones Sanitarias y de Climatización,Construcción Civil,,,10
1265,CCO3321,Construcción en Emergencia,Construcción Civil,Ciencia y Tecnologia,,10
1266,CCO3807,Liderazgo Efectivo y Sostenibilidad Empresarial,Construcción Civil,,,10
1267,CCO3809,Aspectos Criticos en la Gestion de Proyectos de Construccion,Construcción Civil,,,10
1268,CCO3819,Fisica de la Construccion,Construcción Civil,,,10
1269,CCO3827,Acustica en la Edificacion,Construcción Civil,,,10
1270,CCO3829,Gestión de Riesgos de Seguridad y Salud en el Trabajo,Construcción Civil,,,10
1271,CCO3834,Actividad Integradora de Graduación,Construcción Civil,,,30
1272,CCO3835,Construcción de Infraestructura Vial: Puentes y Túneles,Construcción Civil,,,10
1273,CCO3839,Industria Inmobiliaria,Construcción Civil,,,10
1274,CCO3840,Lean Project Delivery en Proyectos de Construcción,Construcción Civil,,,10
1275,CCO3842,Innovación e Industrialización en la Construcción,Construcción Civil,,,10
1276,CCO3850,Rol Público y Compromiso Social en Construcción,Construcción Civil,,,10
1277,CCO3852,Gestión de Calidad en Proyectos de Construcción,Construcción Civil,,,10
1278,CCO3854,Métodos para la Generación de Valor en Proyectos de Construcción,Construcción Civil,,,10
1279,CCO3900,Herramientas de Análisis Físico de Edificios,Construcción Civil,,,10
1280,CCO3901,Desarrollo Sustentable,Construcción Civil,,,10
1281,MCC3000,Cirugia de Colon y Recto Ia,Escuela De Medicina,,,35
1282,MCC3022,Cirugia de Colon y Recto Iia,Escuela De Medicina,,,35
1283,ICC0020,Investigacion o Proyecto,Ingeniería,,,20
1284,ICC1001,Introducción a la Ingeniería Civil,Ingeniería,,,10
1285,ICC2105,Materiales de Ingeniería Civil,Ingeniería,,,10
1286,ICC2204,Planificación y Control de Proyectos,Ingeniería,,,10
1287,ICC2234,Innovación y Emprendimiento en la Construcción,Ingeniería,,,10
1288,ICC2304,Ingeniería de Construcción,Ingeniería,,,10
1289,ICC2312,Instalaciones en Edificios,Ingeniería,,,10
1290,ICC2514,Ingeniería Vial,Ingeniería,,,10
1291,ICC2913,Tecnologias de Informacion en Construccion,Ingeniería,,,10
1292,ICC2944,Taller de Proyectos,Ingeniería,,,10
1293,ICC2972,Trabajo Personal Dirigido,Ingeniería,,,5
1294,ICC2981,Trabajo Personal Dirigido,Ingeniería,,,5
1295,ICC2985,Investigacion o Proyecto,Ingeniería,,,10
1296,ICC2986,Investigacion o Proyecto,Ingeniería,,,10
1297,ICC2987,Investigacion o Proyecto,Ingeniería,,,10
1298,ICC2988,Investigación o Proyecto (Optativo de Titulación),Ingeniería,,,10
1299,ICC3125,Tecnología y Construcción en Hormigón,Ingeniería,,,10
1300,ICC3141,Patología y Rehabilitación de Infraestructuras,Ingeniería,,,10
1301,ICC3191,Taller de Ingeniería y Gestión de la Construcción (Proyecto de Título),Ingeniería,,,10
1302,ICC3192,Taller de Ingeniería de Diseño y Construcción (Proyecto de Título),Ingeniería,,,10
1303,ICC3193,Taller de Ingeniería Industrial en Construcción (Proyecto de Título),Ingeniería,,,10
1304,ICC3214,Administración de Proyectos,Ingeniería,,,10
1305,ICC3253,Gestion y Mejoramiento de la Calidad,Ingeniería,,,10
1306,ICC3264,Ingeniería de Costos,Ingeniería,,,10
1307,ICC3312,Diseño de Instalaciones en Edificios,Ingeniería,,,10
